Booking_ID,Hotel_Type,Season,Rooms_Available,Base_Price,Demand_Level,Booking_Probability,Dynamic_Price,Revenue
834,Resort Hotel,Off-Peak,119,245,Medium,0.75,282.17,211.63
835,City Hotel,Holiday,89,117,Low,0.92,94.78,87.2
836,Resort Hotel,Off-Peak,63,269,Low,0.8,366.4,293.12
837,City Hotel,Holiday,134,57,Medium,0.26,84.73,22.03
838,City Hotel,Peak,189,51,High,0.92,62.43,57.44
839,Resort Hotel,Off-Peak,140,154,Medium,0.84,177.5,149.1
840,City Hotel,Holiday,178,174,High,0.33,246.19,81.24
841,City Hotel,Holiday,143,159,Medium,0.24,233.22,55.97
842,Resort Hotel,Peak,34,135,Low,0.65,179.3,116.55
843,City Hotel,Off-Peak,150,218,Low,0.32,242.38,77.56
844,City Hotel,Holiday,126,169,Low,0.87,205.26,178.58
845,City Hotel,Peak,145,176,High,0.49,227.16,111.31
846,City Hotel,Holiday,158,232,High,0.93,217.15,201.95
847,Resort Hotel,Off-Peak,34,65,Medium,0.65,72.35,47.03
848,Resort Hotel,Holiday,88,270,Medium,0.35,372.84,130.49
849,City Hotel,Holiday,77,111,Low,0.31,139.67,43.3
850,Resort Hotel,Holiday,182,162,High,0.66,176.23,116.31
851,City Hotel,Holiday,197,225,Medium,0.81,284.48,230.43
852,Resort Hotel,Peak,21,207,High,0.83,182.73,151.67
853,City Hotel,Peak,41,61,High,0.42,65.94,27.69
854,City Hotel,Off-Peak,137,84,Low,0.36,113.84,40.98
855,City Hotel,Peak,105,60,Low,0.21,57.26,12.02
856,City Hotel,Peak,101,113,High,0.74,105.11,77.78
857,City Hotel,Off-Peak,150,287,High,0.26,420.62,109.36
858,City Hotel,Peak,40,99,High,0.54,93.75,50.62
859,Resort Hotel,Peak,87,262,High,0.68,257.45,175.07
860,City Hotel,Off-Peak,29,198,Low,0.95,292.79,278.15
861,Resort Hotel,Off-Peak,155,118,Medium,0.45,155.09,69.79
862,City Hotel,Off-Peak,69,97,Low,0.4,125.1,50.04
863,Resort Hotel,Holiday,143,69,Medium,0.72,96.4,69.41
864,Resort Hotel,Holiday,169,150,High,0.7,132.16,92.51
865,Resort Hotel,Off-Peak,102,244,Medium,0.47,315.78,148.42
866,City Hotel,Off-Peak,52,221,Low,0.94,254.72,239.44
867,City Hotel,Off-Peak,139,210,Low,0.88,289.89,255.1
868,Resort Hotel,Holiday,69,294,High,0.38,339.78,129.12
869,City Hotel,Holiday,160,250,Low,0.39,308.54,120.33
870,Resort Hotel,Peak,40,238,High,0.61,269.99,164.69
871,City Hotel,Peak,14,186,Low,0.82,211.06,173.07
872,Resort Hotel,Off-Peak,171,117,Low,0.24,156.5,37.56
873,Resort Hotel,Holiday,19,84,High,0.75,104.16,78.12
874,City Hotel,Holiday,98,258,Medium,0.72,320.77,230.95
875,Resort Hotel,Holiday,139,275,Low,0.39,306.68,119.61
876,City Hotel,Off-Peak,135,265,Medium,0.75,310.52,232.89
877,Resort Hotel,Peak,20,273,Low,0.95,360.91,342.86
878,Resort Hotel,Off-Peak,187,114,Low,0.24,157.11,37.71
879,City Hotel,Peak,168,57,Low,0.46,73.39,33.76
880,City Hotel,Peak,65,94,Low,0.55,136.0,74.8
881,City Hotel,Off-Peak,92,136,Medium,0.92,186.89,171.94
882,Resort Hotel,Peak,146,224,Medium,0.97,267.3,259.28
883,City Hotel,Peak,108,217,Low,0.56,275.59,154.33
884,Resort Hotel,Holiday,158,125,Low,0.8,181.05,144.84
885,Resort Hotel,Peak,82,231,Medium,0.63,284.92,179.5
886,City Hotel,Off-Peak,165,125,High,0.63,172.17,108.47
887,City Hotel,Off-Peak,199,223,High,0.42,285.92,120.09
888,Resort Hotel,Peak,124,96,Medium,0.37,113.89,42.14
889,Resort Hotel,Holiday,16,64,Low,0.43,62.03,26.67
890,City Hotel,Holiday,89,154,Low,0.65,169.12,109.93
891,City Hotel,Peak,153,196,High,0.22,289.57,63.71
892,City Hotel,Peak,106,75,High,0.93,94.53,87.91
893,City Hotel,Off-Peak,13,101,Medium,0.33,120.7,39.83
894,City Hotel,Peak,13,142,High,0.38,206.34,78.41
895,Resort Hotel,Holiday,112,199,Medium,0.61,240.9,146.95
896,Resort Hotel,Peak,49,281,High,0.77,328.28,252.78
897,Resort Hotel,Off-Peak,26,70,High,0.28,93.21,26.1
898,Resort Hotel,Off-Peak,110,100,High,0.45,129.89,58.45
899,City Hotel,Off-Peak,112,87,Low,0.97,81.36,78.92
900,City Hotel,Off-Peak,133,69,Low,0.41,77.96,31.96
901,City Hotel,Off-Peak,61,298,Low,0.45,336.97,151.64
902,Resort Hotel,Peak,61,206,High,0.87,219.34,190.83
903,Resort Hotel,Peak,173,228,Medium,0.24,264.96,63.59
904,City Hotel,Peak,133,181,Medium,0.57,197.14,112.37
905,City Hotel,Peak,175,104,Medium,0.5,97.71,48.86
906,Resort Hotel,Off-Peak,187,248,Medium,0.45,269.99,121.5
907,Resort Hotel,Holiday,72,141,Low,0.43,119.93,51.57
908,City Hotel,Peak,125,77,Low,0.27,92.63,25.01
909,City Hotel,Holiday,71,53,High,0.45,74.07,33.33
910,Resort Hotel,Peak,16,199,High,0.23,260.23,59.85
911,City Hotel,Peak,164,125,Medium,0.82,131.53,107.85
912,City Hotel,Holiday,101,222,Low,0.52,191.13,99.39
913,City Hotel,Off-Peak,23,116,Medium,0.56,109.21,61.16
914,Resort Hotel,Peak,95,135,High,0.91,159.55,145.19
915,Resort Hotel,Peak,142,285,High,0.73,269.31,196.6
916,Resort Hotel,Peak,192,243,Medium,0.21,286.93,60.26
917,Resort Hotel,Holiday,139,265,High,0.95,254.96,242.21
918,Resort Hotel,Off-Peak,71,211,Medium,0.39,294.19,114.73
919,Resort Hotel,Holiday,158,140,Low,0.29,150.93,43.77
920,Resort Hotel,Holiday,88,232,Medium,0.81,225.48,182.64
921,City Hotel,Off-Peak,158,154,Low,0.6,210.77,126.46
922,City Hotel,Holiday,147,50,Low,0.55,52.0,28.6
923,City Hotel,Off-Peak,67,121,High,0.4,106.24,42.5
924,City Hotel,Peak,129,136,High,0.64,163.1,104.38
925,City Hotel,Off-Peak,176,215,High,0.42,259.53,109.0
926,City Hotel,Peak,142,55,Medium,0.92,71.52,65.8
927,City Hotel,Holiday,74,263,Medium,0.37,254.62,94.21
928,Resort Hotel,Holiday,22,202,High,0.91,224.35,204.16
929,Resort Hotel,Peak,190,259,Medium,0.65,258.39,167.95
930,City Hotel,Holiday,91,194,High,0.86,166.19,142.92
931,City Hotel,Off-Peak,182,110,Medium,0.77,155.5,119.74
932,Resort Hotel,Peak,169,61,Low,0.76,79.92,60.74
933,City Hotel,Holiday,173,55,Low,0.46,55.61,25.58
934,City Hotel,Peak,197,267,High,0.39,325.62,126.99
935,Resort Hotel,Off-Peak,148,76,Medium,0.37,71.51,26.46
936,City Hotel,Off-Peak,158,185,Medium,0.89,263.29,234.33
937,Resort Hotel,Holiday,61,260,Low,0.86,228.91,196.86
938,City Hotel,Off-Peak,192,173,Low,0.55,138.86,76.37
939,Resort Hotel,Peak,126,155,High,0.31,178.47,55.33
940,Resort Hotel,Off-Peak,35,242,Low,0.51,292.38,149.11
941,Resort Hotel,Peak,43,234,High,0.7,282.03,197.42
942,City Hotel,Peak,61,142,Low,0.56,119.02,66.65
943,Resort Hotel,Off-Peak,121,158,Low,0.82,161.13,132.13
944,City Hotel,Holiday,91,290,Medium,1.0,333.34,333.34
945,City Hotel,Off-Peak,189,148,Low,0.35,140.84,49.29
946,City Hotel,Peak,166,217,Low,0.57,306.15,174.51
947,City Hotel,Peak,175,191,High,0.54,164.45,88.8
948,Resort Hotel,Off-Peak,51,84,Low,0.44,95.86,42.18
949,Resort Hotel,Holiday,30,225,High,0.36,288.9,104.0
950,City Hotel,Holiday,51,286,Low,0.25,281.2,70.3
951,City Hotel,Peak,150,133,Low,0.91,164.52,149.71
952,Resort Hotel,Peak,122,105,High,0.54,144.96,78.28
953,City Hotel,Holiday,114,226,Medium,0.6,210.91,126.55
954,Resort Hotel,Off-Peak,26,190,High,0.93,273.99,254.81
955,City Hotel,Peak,129,238,High,0.82,282.62,231.75
956,City Hotel,Peak,146,279,High,0.3,281.64,84.49
957,Resort Hotel,Holiday,178,98,Medium,0.65,107.96,70.17
958,City Hotel,Off-Peak,138,95,Low,0.55,96.76,53.22
959,Resort Hotel,Holiday,139,162,High,0.84,211.83,177.94
960,City Hotel,Off-Peak,69,239,High,0.78,324.42,253.05
961,City Hotel,Off-Peak,57,185,Medium,0.75,255.87,191.9
962,City Hotel,Off-Peak,38,92,High,0.47,137.08,64.43
963,Resort Hotel,Peak,106,197,Low,0.84,266.72,224.04
964,City Hotel,Holiday,19,173,Medium,0.24,211.23,50.7
965,City Hotel,Holiday,67,146,Low,0.33,151.47,49.99
966,City Hotel,Off-Peak,197,139,Low,0.47,164.19,77.17
967,City Hotel,Peak,30,88,Medium,0.26,72.93,18.96
968,Resort Hotel,Peak,37,134,High,0.39,177.06,69.05
969,Resort Hotel,Holiday,43,294,Low,0.86,326.98,281.2
970,City Hotel,Peak,17,226,Low,0.96,183.97,176.61
971,Resort Hotel,Peak,196,241,Low,0.44,203.34,89.47
972,City Hotel,Off-Peak,186,111,Low,0.41,118.91,48.75
973,City Hotel,Peak,88,155,Medium,0.42,187.3,78.67
974,City Hotel,Off-Peak,154,156,Medium,0.42,175.49,73.71
975,Resort Hotel,Holiday,197,103,Low,0.23,127.04,29.22
976,Resort Hotel,Peak,96,175,High,0.94,198.84,186.91
977,Resort Hotel,Holiday,97,282,Low,0.37,356.22,131.8
978,Resort Hotel,Holiday,182,58,High,0.54,55.3,29.86
979,Resort Hotel,Peak,78,137,Low,0.21,120.42,25.29
980,Resort Hotel,Peak,169,86,High,0.89,104.71,93.19
981,Resort Hotel,Holiday,181,98,Low,0.78,111.65,87.09
982,Resort Hotel,Peak,96,90,High,0.96,73.69,70.74
983,Resort Hotel,Off-Peak,110,66,Low,0.83,70.38,58.42
984,City Hotel,Off-Peak,17,137,Low,0.45,119.78,53.9
985,Resort Hotel,Peak,86,70,High,0.4,82.04,32.82
986,Resort Hotel,Holiday,96,100,Medium,0.76,107.7,81.85
987,Resort Hotel,Peak,52,108,High,0.49,132.75,65.05
988,Resort Hotel,Peak,138,216,Medium,0.65,294.61,191.5
989,Resort Hotel,Holiday,118,232,Low,0.21,234.27,49.2
990,Resort Hotel,Holiday,188,90,High,0.25,132.61,33.15
991,Resort Hotel,Off-Peak,161,88,High,0.63,103.4,65.14
992,Resort Hotel,Holiday,161,190,High,0.65,234.23,152.25
993,Resort Hotel,Off-Peak,26,241,Medium,0.8,307.63,246.1
994,Resort Hotel,Holiday,142,60,Medium,0.31,76.0,23.56
995,Resort Hotel,Peak,157,287,Low,0.61,332.25,202.67
996,City Hotel,Off-Peak,30,196,Medium,0.36,215.63,77.63
997,City Hotel,Off-Peak,67,188,Medium,0.27,157.48,42.52
998,Resort Hotel,Off-Peak,168,126,Low,0.53,102.75,54.46
999,Resort Hotel,Peak,119,176,High,0.33,184.9,61.02
1000,City Hotel,Peak,148,95,High,0.38,98.19,37.31
